age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Senior,Female,Ambivert,Sketch something,3,5,High,Medium,Unlikely
Teen,Other,Extrovert,Meditate,6,53,Low,High,Likely
Teen,Male,Introvert,Sketch something,2,39,Medium,High,Likely
Adult,Female,Ambivert,Cook a new recipe,5,34,Low,High,Likely
Senior,Male,Introvert,Meditate,6,35,Low,Medium,Unlikely
Senior,Female,Ambivert,Read a book,1,21,High,Medium,Unlikely
Senior,Other,Extrovert,Do yoga,6,12,Low,Low,Unlikely
Adult,Male,Extrovert,Practice guitar,2,7,Medium,High,Unlikely
Senior,Other,Introvert,Cook a new recipe,6,14,Medium,Low,Unlikely
Senior,Female,Extrovert,Read a book,1,38,High,Medium,Likely
Adult,Other,Ambivert,Practice guitar,7,26,High,High,Very Likely
Teen,Other,Extrovert,Read a book,1,8,Medium,Low,Unlikely
Teen,Other,Ambivert,Read a book,2,36,Medium,Medium,Unlikely
Adult,Female,Ambivert,Read a book,3,33,High,Low,Likely
Senior,Male,Extrovert,Go for a run,6,50,Low,High,Likely
Adult,Other,Ambivert,Practice guitar,5,15,Medium,Low,Unlikely
Teen,Male,Ambivert,Read a book,1,50,High,Low,Likely
Teen,Female,Introvert,Walk the dog,7,17,High,Medium,Likely
Adult,Male,Introvert,Walk the dog,1,8,Medium,High,Unlikely
Adult,Other,Introvert,Sketch something,6,6,High,Low,Likely
Teen,Other,Extrovert,Do yoga,3,38,Medium,Medium,Unlikely
Adult,Other,Introvert,Meditate,6,47,High,High,Very Likely
Teen,Other,Ambivert,Sketch something,7,26,High,Medium,Likely
Adult,Other,Extrovert,Go for a run,7,9,Low,High,Likely
Adult,Other,Extrovert,Walk the dog,2,13,High,Medium,Unlikely
Adult,Female,Extrovert,Practice guitar,5,24,Medium,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,6,25,Medium,Medium,Unlikely
Adult,Female,Ambivert,Do yoga,1,21,Low,Low,Unlikely
Teen,Male,Ambivert,Meditate,1,16,Medium,Low,Unlikely
Teen,Male,Introvert,Practice guitar,2,32,High,Medium,Likely
Adult,Female,Extrovert,Study 1 hour,3,22,Low,High,Unlikely
Adult,Male,Introvert,Meditate,6,7,Medium,Medium,Unlikely
Teen,Male,Ambivert,Do yoga,4,9,High,Low,Unlikely
Teen,Other,Extrovert,Go for a run,3,57,Low,High,Likely
Senior,Other,Ambivert,Cook a new recipe,1,56,High,Low,Likely
Teen,Male,Introvert,Cook a new recipe,7,18,Medium,Medium,Unlikely
Senior,Male,Ambivert,Walk the dog,6,52,Medium,Low,Unlikely
Senior,Female,Extrovert,Do yoga,7,30,Medium,Low,Unlikely
Senior,Male,Extrovert,Go for a run,1,23,Medium,Low,Unlikely
Adult,Other,Introvert,Meditate,5,45,Low,Medium,Unlikely
Adult,Male,Extrovert,Go for a run,3,21,Medium,Low,Unlikely
Teen,Female,Ambivert,Write journal,4,58,Low,Medium,Unlikely
Senior,Other,Ambivert,Meditate,5,43,Low,Medium,Unlikely
Adult,Other,Ambivert,Read a book,4,46,High,Low,Likely
Adult,Other,Ambivert,Meditate,5,8,Medium,High,Likely
Adult,Other,Introvert,Walk the dog,3,46,High,Low,Likely
Adult,Male,Ambivert,Cook a new recipe,1,39,High,Low,Likely
Adult,Female,Introvert,Meditate,4,28,High,Low,Unlikely
Senior,Male,Ambivert,Read a book,3,45,High,High,Very Likely
Senior,Male,Introvert,Write journal,4,17,High,High,Likely
Senior,Other,Ambivert,Go for a run,3,37,Medium,Medium,Unlikely
Senior,Female,Ambivert,Practice guitar,5,19,High,High,Very Likely
Teen,Other,Introvert,Cook a new recipe,3,19,Low,High,Unlikely
Senior,Male,Extrovert,Go for a run,5,35,Low,Low,Unlikely
Adult,Male,Extrovert,Write journal,1,47,Medium,Medium,Unlikely
Senior,Other,Extrovert,Practice guitar,5,32,Low,Medium,Unlikely
Teen,Male,Introvert,Do yoga,2,14,High,High,Likely
Adult,Male,Extrovert,Sketch something,1,11,Low,High,Unlikely
Senior,Other,Extrovert,Walk the dog,7,37,High,Low,Likely
Senior,Male,Introvert,Go for a run,7,11,Medium,High,Likely
Senior,Female,Extrovert,Study 1 hour,7,9,Low,High,Likely
Adult,Other,Extrovert,Practice guitar,6,30,Low,Medium,Unlikely
Adult,Female,Extrovert,Do yoga,6,59,Low,High,Likely
Teen,Male,Introvert,Study 1 hour,3,20,Medium,Low,Unlikely
Adult,Male,Introvert,Sketch something,3,12,Medium,Medium,Unlikely
Adult,Other,Extrovert,Sketch something,2,26,Low,Medium,Unlikely
Senior,Male,Extrovert,Cook a new recipe,3,38,Medium,High,Likely
Adult,Other,Introvert,Study 1 hour,1,44,High,Low,Likely
Senior,Other,Extrovert,Cook a new recipe,1,32,Medium,Medium,Unlikely
Senior,Other,Introvert,Cook a new recipe,7,50,Low,Low,Unlikely
Adult,Other,Extrovert,Cook a new recipe,5,40,High,Low,Likely
Teen,Other,Introvert,Cook a new recipe,4,60,Low,High,Likely
Teen,Female,Ambivert,Do yoga,3,51,Low,Low,Unlikely
Adult,Other,Ambivert,Walk the dog,2,11,Low,Medium,Unlikely
Teen,Female,Introvert,Meditate,7,56,Medium,High,Likely
Senior,Male,Ambivert,Do yoga,6,44,Low,Medium,Unlikely
Senior,Other,Extrovert,Write journal,1,47,High,Low,Likely
Adult,Male,Introvert,Cook a new recipe,1,32,High,Low,Likely
Teen,Other,Introvert,Practice guitar,1,6,High,High,Likely
Teen,Female,Extrovert,Practice guitar,4,13,Low,High,Unlikely
Senior,Female,Extrovert,Study 1 hour,4,10,High,Medium,Unlikely
Adult,Female,Introvert,Study 1 hour,3,59,High,Medium,Likely
Teen,Male,Extrovert,Write journal,6,5,High,Low,Likely
Adult,Other,Introvert,Do yoga,2,7,High,High,Likely
Teen,Male,Extrovert,Practice guitar,4,14,Medium,Low,Unlikely
Senior,Female,Introvert,Read a book,5,41,Low,Low,Unlikely
Senior,Male,Extrovert,Read a book,4,48,Low,Medium,Unlikely
Adult,Female,Extrovert,Meditate,1,27,High,Medium,Unlikely
Senior,Female,Ambivert,Read a book,2,37,Low,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,3,13,High,High,Likely
Senior,Other,Ambivert,Cook a new recipe,4,57,High,Medium,Likely
Adult,Other,Extrovert,Write journal,1,17,High,High,Likely
Adult,Female,Introvert,Study 1 hour,7,32,Low,Low,Unlikely
Adult,Male,Extrovert,Go for a run,5,55,Medium,High,Likely
Teen,Male,Ambivert,Walk the dog,5,11,Low,Medium,Unlikely
Teen,Other,Extrovert,Cook a new recipe,7,30,Low,High,Likely
Teen,Female,Ambivert,Practice guitar,3,20,Medium,High,Unlikely
Teen,Male,Ambivert,Cook a new recipe,3,44,Low,Medium,Unlikely
Teen,Female,Introvert,Study 1 hour,4,30,Medium,Medium,Unlikely
Senior,Male,Introvert,Sketch something,3,55,High,Low,Likely
Teen,Other,Ambivert,Sketch something,6,43,Medium,High,Likely
Teen,Female,Ambivert,Go for a run,6,59,High,Low,Likely
Senior,Female,Extrovert,Do yoga,1,36,Medium,Low,Unlikely
Teen,Male,Ambivert,Practice guitar,1,40,High,High,Very Likely
Adult,Male,Extrovert,Study 1 hour,1,46,Low,Low,Unlikely
Teen,Male,Ambivert,Study 1 hour,6,5,Medium,High,Likely
Teen,Female,Introvert,Study 1 hour,4,53,Low,Low,Unlikely
Adult,Other,Introvert,Read a book,4,25,High,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,3,17,Medium,High,Unlikely
Adult,Male,Extrovert,Sketch something,4,55,Medium,Medium,Unlikely
Adult,Other,Extrovert,Walk the dog,1,30,Medium,High,Likely
Teen,Male,Extrovert,Write journal,2,49,Low,Medium,Unlikely
Adult,Other,Ambivert,Cook a new recipe,1,13,High,High,Likely
Adult,Female,Ambivert,Write journal,6,41,Low,High,Likely
Senior,Male,Introvert,Sketch something,7,27,Medium,Medium,Unlikely
Adult,Other,Introvert,Sketch something,2,5,High,Medium,Unlikely
Adult,Female,Ambivert,Walk the dog,3,6,High,High,Likely
Senior,Other,Introvert,Meditate,5,47,Low,High,Likely
Senior,Female,Extrovert,Go for a run,7,32,Low,High,Likely
Teen,Female,Extrovert,Read a book,4,40,Medium,Medium,Unlikely
Senior,Other,Ambivert,Do yoga,4,35,Medium,High,Likely
Teen,Other,Extrovert,Study 1 hour,6,45,Medium,Medium,Unlikely
Senior,Female,Ambivert,Study 1 hour,1,9,Medium,Low,Unlikely
Senior,Female,Extrovert,Walk the dog,1,41,High,Medium,Likely
Teen,Female,Ambivert,Meditate,2,29,Medium,Low,Unlikely
Senior,Male,Extrovert,Study 1 hour,4,12,Medium,High,Unlikely
Teen,Female,Extrovert,Read a book,7,38,Medium,High,Likely
Senior,Male,Introvert,Go for a run,6,43,Low,Medium,Unlikely
Adult,Female,Introvert,Read a book,7,53,Low,Low,Unlikely
Senior,Male,Introvert,Meditate,3,36,Low,High,Likely
Teen,Female,Introvert,Sketch something,1,15,Medium,High,Unlikely
Senior,Female,Introvert,Read a book,7,51,High,Low,Likely
Teen,Female,Introvert,Write journal,4,29,Medium,High,Unlikely
Teen,Other,Ambivert,Read a book,5,7,Low,High,Likely
Adult,Other,Ambivert,Sketch something,6,49,Low,Medium,Unlikely
Adult,Female,Introvert,Study 1 hour,2,54,Medium,High,Likely
Teen,Male,Ambivert,Cook a new recipe,1,56,High,Low,Likely
Senior,Male,Introvert,Cook a new recipe,1,36,High,High,Very Likely
Teen,Female,Ambivert,Cook a new recipe,3,56,High,Medium,Likely
Teen,Other,Extrovert,Study 1 hour,1,39,Low,High,Likely
Senior,Male,Ambivert,Walk the dog,6,36,Low,Low,Unlikely
Senior,Other,Ambivert,Go for a run,4,38,High,High,Very Likely
Senior,Male,Ambivert,Go for a run,4,41,Medium,Low,Unlikely
Senior,Female,Extrovert,Study 1 hour,4,56,High,Medium,Likely
Teen,Other,Introvert,Read a book,5,9,Medium,High,Likely
Teen,Male,Ambivert,Do yoga,5,49,Low,High,Likely
Adult,Female,Ambivert,Go for a run,1,32,Low,Medium,Unlikely
Teen,Female,Extrovert,Write journal,7,32,Low,Low,Unlikely
Senior,Female,Introvert,Write journal,5,12,High,Low,Likely
Adult,Other,Ambivert,Practice guitar,7,31,High,High,Very Likely
Senior,Other,Extrovert,Write journal,7,20,Low,Low,Unlikely
Teen,Female,Introvert,Go for a run,5,22,Low,Low,Unlikely
Adult,Other,Introvert,Do yoga,3,29,Low,High,Unlikely
Senior,Male,Ambivert,Sketch something,5,52,High,Low,Likely
Adult,Female,Ambivert,Cook a new recipe,2,5,High,Low,Unlikely
Adult,Female,Ambivert,Read a book,2,12,Low,High,Unlikely
Teen,Other,Ambivert,Sketch something,7,25,High,High,Very Likely
Senior,Female,Extrovert,Do yoga,2,38,High,Low,Likely
Adult,Male,Extrovert,Walk the dog,1,28,High,High,Likely
Adult,Other,Ambivert,Cook a new recipe,4,41,High,Low,Likely
Senior,Other,Introvert,Practice guitar,3,30,Low,Low,Unlikely
Adult,Female,Ambivert,Walk the dog,1,51,Low,Low,Unlikely
Adult,Female,Introvert,Go for a run,4,18,High,Low,Unlikely
Adult,Female,Introvert,Do yoga,3,33,Low,High,Likely
Senior,Other,Introvert,Cook a new recipe,7,34,Low,High,Likely
Senior,Female,Extrovert,Practice guitar,3,7,Low,Medium,Unlikely
Senior,Male,Introvert,Read a book,3,11,Medium,High,Unlikely
Senior,Female,Introvert,Read a book,2,40,Low,Medium,Unlikely
Teen,Female,Extrovert,Study 1 hour,2,15,Low,Low,Unlikely
Adult,Other,Introvert,Go for a run,2,36,High,High,Very Likely
Senior,Female,Introvert,Write journal,3,16,High,Low,Unlikely
Adult,Other,Ambivert,Do yoga,6,19,Medium,Medium,Unlikely
Adult,Female,Introvert,Practice guitar,3,42,Medium,High,Likely
Teen,Male,Introvert,Practice guitar,2,28,Low,High,Unlikely
Senior,Male,Introvert,Write journal,3,5,Low,High,Unlikely
Senior,Other,Introvert,Write journal,2,22,High,High,Likely
Adult,Other,Introvert,Walk the dog,2,50,Low,Low,Unlikely
Senior,Female,Extrovert,Cook a new recipe,2,60,Low,High,Likely
Adult,Female,Introvert,Walk the dog,7,11,Low,Medium,Unlikely
Adult,Male,Introvert,Meditate,7,46,Low,High,Likely
Teen,Female,Extrovert,Meditate,6,45,Low,Medium,Unlikely
Teen,Male,Extrovert,Go for a run,4,6,Low,Medium,Unlikely
Teen,Other,Introvert,Study 1 hour,3,44,Low,Low,Unlikely
Adult,Female,Introvert,Do yoga,1,58,Low,High,Likely
Senior,Other,Introvert,Practice guitar,2,35,High,Medium,Likely
Teen,Female,Ambivert,Cook a new recipe,6,37,Medium,High,Likely
Senior,Male,Ambivert,Read a book,1,56,Low,Low,Unlikely
Teen,Other,Introvert,Read a book,7,34,High,Low,Likely
Teen,Other,Extrovert,Sketch something,4,35,Low,High,Likely
Adult,Female,Introvert,Write journal,3,38,Low,Medium,Unlikely
Teen,Other,Extrovert,Go for a run,7,11,Medium,Low,Unlikely
Teen,Male,Extrovert,Sketch something,6,29,High,Medium,Likely
Adult,Other,Extrovert,Sketch something,2,20,Low,Medium,Unlikely
Senior,Other,Introvert,Study 1 hour,2,26,Medium,High,Unlikely
Teen,Female,Introvert,Do yoga,2,40,Medium,Low,Unlikely
Adult,Other,Extrovert,Practice guitar,6,57,Low,High,Likely
Teen,Female,Ambivert,Cook a new recipe,7,31,Low,High,Likely
Adult,Female,Ambivert,Read a book,1,21,High,High,Likely
Senior,Other,Ambivert,Read a book,4,8,High,Medium,Unlikely
Senior,Male,Extrovert,Read a book,3,39,Low,High,Likely
Adult,Female,Introvert,Meditate,4,45,Low,Low,Unlikely
Adult,Other,Extrovert,Do yoga,7,26,Medium,Medium,Unlikely
Adult,Female,Ambivert,Go for a run,2,51,High,High,Very Likely
Senior,Male,Introvert,Read a book,4,56,Low,Low,Unlikely
Teen,Male,Extrovert,Study 1 hour,1,39,Low,High,Likely
Senior,Female,Extrovert,Read a book,5,48,High,High,Very Likely
Adult,Male,Ambivert,Go for a run,7,19,Low,High,Likely
Adult,Other,Extrovert,Meditate,5,56,Medium,Medium,Unlikely
Senior,Other,Introvert,Study 1 hour,3,44,Medium,High,Likely
Adult,Female,Ambivert,Sketch something,3,48,Low,Low,Unlikely
Senior,Male,Ambivert,Go for a run,4,25,High,High,Likely
Adult,Other,Introvert,Sketch something,3,17,Medium,High,Unlikely
Teen,Other,Ambivert,Write journal,7,51,High,Medium,Likely
Teen,Other,Extrovert,Walk the dog,6,15,High,High,Very Likely
Adult,Female,Extrovert,Read a book,1,53,High,Low,Likely
Senior,Female,Ambivert,Go for a run,2,57,Medium,Low,Unlikely
Teen,Other,Introvert,Walk the dog,2,60,Medium,High,Likely
Senior,Other,Extrovert,Cook a new recipe,4,31,Low,Low,Unlikely
Adult,Male,Introvert,Study 1 hour,2,35,High,Low,Likely
Senior,Male,Extrovert,Do yoga,4,48,Medium,High,Likely
Teen,Male,Extrovert,Write journal,3,36,Medium,Low,Unlikely
Senior,Female,Ambivert,Cook a new recipe,3,56,Low,Low,Unlikely
Senior,Other,Ambivert,Cook a new recipe,6,34,Medium,High,Likely
Adult,Female,Introvert,Write journal,6,22,Medium,Medium,Unlikely
Adult,Other,Ambivert,Sketch something,1,20,Medium,Medium,Unlikely
Adult,Male,Extrovert,Go for a run,2,39,Low,High,Likely
Teen,Male,Extrovert,Practice guitar,7,13,Low,Medium,Unlikely
Teen,Male,Introvert,Read a book,6,43,High,Medium,Likely
Adult,Male,Introvert,Study 1 hour,1,55,Medium,Medium,Unlikely
Adult,Other,Extrovert,Meditate,5,41,Low,Medium,Unlikely
Teen,Male,Ambivert,Go for a run,6,55,Low,High,Likely
Teen,Other,Ambivert,Read a book,1,14,Low,Medium,Unlikely
Teen,Other,Introvert,Go for a run,4,56,High,Medium,Likely
Teen,Female,Introvert,Cook a new recipe,4,16,High,High,Likely
Adult,Male,Extrovert,Practice guitar,1,12,High,High,Likely
Teen,Male,Extrovert,Meditate,3,7,High,Medium,Unlikely
Adult,Female,Introvert,Go for a run,5,23,High,Low,Likely
Senior,Other,Extrovert,Read a book,1,15,Medium,High,Unlikely
Senior,Male,Introvert,Meditate,6,12,Medium,High,Likely
Teen,Other,Introvert,Meditate,3,30,Low,Medium,Unlikely
Senior,Female,Ambivert,Do yoga,1,49,High,Low,Likely
Senior,Other,Introvert,Study 1 hour,2,27,High,High,Likely
Senior,Male,Extrovert,Cook a new recipe,6,59,Low,High,Likely
Teen,Other,Ambivert,Do yoga,6,14,Medium,High,Likely
Teen,Other,Ambivert,Read a book,4,22,High,Low,Unlikely
Senior,Male,Extrovert,Read a book,2,16,High,High,Likely
Adult,Male,Extrovert,Sketch something,2,43,High,High,Very Likely
Senior,Other,Extrovert,Go for a run,6,30,Medium,Low,Unlikely
Teen,Other,Introvert,Go for a run,5,15,Medium,High,Likely
Teen,Female,Ambivert,Sketch something,7,14,High,Low,Likely
Teen,Male,Introvert,Walk the dog,3,7,High,Low,Unlikely
Senior,Other,Introvert,Write journal,4,11,Low,Low,Unlikely
Adult,Male,Introvert,Go for a run,2,8,Low,Medium,Unlikely
Teen,Female,Introvert,Write journal,4,44,Medium,High,Likely
Teen,Other,Ambivert,Go for a run,6,12,Low,High,Likely
Senior,Other,Ambivert,Study 1 hour,3,42,High,High,Very Likely
Adult,Other,Introvert,Walk the dog,1,17,Medium,Low,Unlikely
Senior,Male,Extrovert,Practice guitar,2,16,Low,Medium,Unlikely
Teen,Female,Ambivert,Walk the dog,3,39,Medium,Low,Unlikely
Adult,Male,Introvert,Read a book,7,42,High,High,Very Likely
Adult,Other,Extrovert,Sketch something,4,58,Low,Low,Unlikely
Teen,Female,Extrovert,Read a book,6,55,Low,Medium,Unlikely
Adult,Other,Introvert,Practice guitar,3,47,Low,High,Likely
Adult,Other,Ambivert,Do yoga,1,40,High,Low,Likely
Senior,Male,Extrovert,Read a book,3,51,Medium,Medium,Unlikely
Teen,Other,Ambivert,Read a book,6,6,Low,Low,Unlikely
Teen,Female,Ambivert,Read a book,4,19,Medium,Low,Unlikely
Teen,Other,Extrovert,Meditate,2,53,Medium,High,Likely
Teen,Other,Introvert,Write journal,7,38,Medium,Medium,Unlikely
Teen,Male,Extrovert,Walk the dog,7,43,High,Low,Likely
Adult,Female,Extrovert,Do yoga,2,30,High,Medium,Likely
Senior,Male,Ambivert,Walk the dog,5,52,Low,High,Likely
Teen,Other,Introvert,Study 1 hour,4,9,Low,High,Unlikely
Senior,Male,Ambivert,Write journal,7,52,Medium,High,Likely
Senior,Male,Extrovert,Do yoga,5,29,Medium,Medium,Unlikely
Adult,Male,Introvert,Study 1 hour,5,55,Medium,Medium,Unlikely
Teen,Male,Introvert,Cook a new recipe,6,38,High,Low,Likely
Adult,Other,Introvert,Meditate,6,51,High,Medium,Likely
Teen,Other,Introvert,Read a book,6,8,Low,High,Likely
Adult,Female,Introvert,Meditate,1,38,Medium,Low,Unlikely
Senior,Male,Extrovert,Walk the dog,4,31,Medium,Medium,Unlikely
Teen,Male,Extrovert,Do yoga,2,59,High,High,Very Likely
Senior,Female,Extrovert,Study 1 hour,4,46,Low,High,Likely
Senior,Male,Ambivert,Practice guitar,6,58,Medium,Low,Unlikely
Adult,Female,Introvert,Study 1 hour,1,60,Medium,High,Likely
Teen,Other,Introvert,Meditate,4,33,Low,Medium,Unlikely
Senior,Female,Extrovert,Read a book,4,9,Medium,High,Unlikely
Adult,Male,Introvert,Practice guitar,5,22,High,Low,Likely
Teen,Female,Ambivert,Walk the dog,4,8,Low,High,Unlikely
Teen,Other,Introvert,Practice guitar,5,5,Medium,High,Likely
Senior,Male,Introvert,Write journal,5,54,Medium,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,3,24,High,Medium,Unlikely
Senior,Other,Extrovert,Read a book,6,10,High,Medium,Likely
Teen,Female,Extrovert,Meditate,7,24,High,Medium,Likely
Adult,Other,Introvert,Do yoga,1,24,Medium,High,Unlikely
Senior,Male,Ambivert,Sketch something,5,50,Medium,Medium,Unlikely
Senior,Other,Extrovert,Practice guitar,4,31,Medium,High,Likely
Teen,Other,Extrovert,Go for a run,5,30,Low,Medium,Unlikely
Teen,Female,Extrovert,Sketch something,5,36,High,Medium,Likely
Senior,Other,Introvert,Walk the dog,5,14,Low,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,2,22,High,High,Likely
Adult,Female,Introvert,Go for a run,7,45,Medium,Medium,Unlikely
Teen,Male,Extrovert,Go for a run,7,16,Low,High,Likely
Adult,Male,Ambivert,Study 1 hour,2,14,Low,Medium,Unlikely
Adult,Male,Introvert,Sketch something,2,28,High,Medium,Unlikely
Adult,Male,Extrovert,Walk the dog,2,28,Low,Low,Unlikely
Adult,Female,Extrovert,Meditate,7,57,Low,Medium,Unlikely
Adult,Other,Introvert,Cook a new recipe,3,55,Medium,High,Likely
Teen,Male,Extrovert,Walk the dog,5,42,High,Low,Likely
Adult,Male,Extrovert,Meditate,3,50,Low,High,Likely
Teen,Male,Ambivert,Meditate,4,29,Medium,High,Unlikely
Adult,Other,Extrovert,Go for a run,7,12,Low,Low,Unlikely
Senior,Male,Introvert,Read a book,6,59,Medium,Medium,Unlikely
Adult,Other,Ambivert,Sketch something,7,18,Low,Low,Unlikely
Senior,Female,Introvert,Meditate,1,47,Medium,High,Likely
Adult,Female,Extrovert,Sketch something,3,35,Medium,Medium,Unlikely
Adult,Female,Ambivert,Write journal,2,28,High,Low,Unlikely
Adult,Other,Ambivert,Study 1 hour,2,20,Medium,High,Unlikely
Senior,Male,Ambivert,Cook a new recipe,4,24,Low,Medium,Unlikely
Senior,Male,Ambivert,Write journal,5,42,Medium,High,Likely
Adult,Male,Introvert,Meditate,1,51,Medium,Medium,Unlikely
Teen,Male,Extrovert,Walk the dog,3,19,Low,Medium,Unlikely
Adult,Male,Extrovert,Sketch something,5,18,Low,Low,Unlikely
Senior,Other,Ambivert,Write journal,5,57,Medium,Medium,Unlikely
Adult,Female,Extrovert,Sketch something,6,16,Low,High,Likely
Senior,Male,Introvert,Study 1 hour,6,38,Medium,Medium,Unlikely
Senior,Female,Extrovert,Walk the dog,3,12,Medium,High,Unlikely
Senior,Other,Introvert,Write journal,3,23,Medium,Medium,Unlikely
Adult,Other,Introvert,Sketch something,3,50,Low,Medium,Unlikely
Senior,Male,Extrovert,Walk the dog,3,9,High,Low,Unlikely
Senior,Other,Introvert,Go for a run,2,60,High,Medium,Likely
Adult,Female,Introvert,Practice guitar,7,31,Medium,Medium,Unlikely
Senior,Male,Introvert,Go for a run,7,45,Medium,High,Likely
Adult,Male,Introvert,Cook a new recipe,5,17,Low,High,Likely
Senior,Female,Ambivert,Meditate,7,36,High,High,Very Likely
Teen,Male,Extrovert,Read a book,5,35,High,Medium,Likely
Teen,Male,Ambivert,Practice guitar,2,45,High,High,Very Likely
Senior,Female,Introvert,Meditate,7,50,Low,High,Likely
Teen,Male,Extrovert,Write journal,5,41,Low,Medium,Unlikely
Adult,Male,Introvert,Cook a new recipe,3,6,Low,High,Unlikely
Teen,Female,Extrovert,Study 1 hour,1,11,Medium,Low,Unlikely
Senior,Other,Ambivert,Cook a new recipe,7,52,Low,Low,Unlikely
Senior,Female,Extrovert,Sketch something,6,15,Medium,High,Likely
